x,y
0.8336045526903396,0.1132407745136475
0.8411626668735676,0.10031897257594888
0.8517428897529316,0.0817760588541572
0.8618563303717633,0.06414359664265852
0.86185135610751,0.06527455898453972
0.8618449606383641,0.0664055141826058
0.8925371457670698,0.010563329405511997
0.8925279079206815,0.011694264958164042
0.8925172489064317,0.012825188009248202
0.8925051687411523,0.013956096772882608
0.8924916674439195,0.015086989463207962
0.8924767450360539,0.01621786429439034
0.8924604015411197,0.017348719480624025
0.8924426369849258,0.018479553236134316
0.8924234513955247,0.019610363775180367
0.8924028448032131,0.020741149312057974
0.8923808172405318,0.021871908061102435
0.8923573687422649,0.02300263823669134
0.8923324993454411,0.024133338053247393
0.8923062090893326,0.02526400572524126
0.8926275187970854,0.025711798155535426
0.8925983869491986,0.026842396182022728
0.8925678343733056,0.027972956707675634
0.8925358611176533,0.02910347794718477
0.8659398864445738,0.08313910453189466
0.8659050719831163,0.08426954184343904
0.8658688370000995,0.085399934513295
0.8658311815527437,0.08653028075641819
0.865792105700512,0.08766057878783765
0.8565096150405798,0.10718458819669896
0.8472257041014264,0.12670854582414576
0.840580942796253,0.14097708949286084
0.8365753311934938,0.1499902174181946
0.8352088693638263,0.15374792781558494
0.8364815573801697,0.1522502189005599
0.8403933953176863,0.14549708888874063
0.8469443832537804,0.13348853599584404
0.8561345212680983,0.11622455843768581
0.8653232395955195,0.09896051482276608
0.8652685438556436,0.10009016474114685
0.892473050950792,0.04694891599500647
0.8730279051624998,0.10343671757899714
0.8729689511415236,0.10456615327237195
0.8729085778767184,0.105695513990192
0.8728467854634219,0.10682479794904257
0.8661659166170739,0.1267102526258989
0.8594836288196328,0.14659562697732276
0.8546906814251982,0.1611219908601947
0.851787074538071,0.17028934249160183
0.8507728082647924,0.17409768008876353
0.8516478827141439,0.17254700186903468
0.8544122979971469,0.16563730604990817
0.8590660542270626,0.15336859084901772
0.8656091515193923,0.13574085448414103
0.8721508307398368,0.1181130235332788
0.8720734346262375,0.11924134547477333
0.8719946206829521,0.12036956926658154
0.8922938657248944,0.05213918781366102
0.8793053465161067,0.100336954128325
0.8792222798394652,0.10146487278199201
0.879137795844401,0.1025926861604533
0.879051894664326,0.10372039248273762
0.8860720500130727,0.0999227764280523
0.8859833148721626,0.10105026329574784
0.8858931629599038,0.10217763776537822
0.8858015944186582,0.1033048980566652
0.8846678868120622,0.11304928230487726
0.8835327628679148,0.12279354881473331
0.8826935720441352,0.13007562725925703
0.8821503144920322,0.1348955158589083
0.8819029903651512,0.13725321283433864
0.881951599819273,0.1371487164063938
0.8822961430124142,0.1345820247961168
0.8829366201048269,0.1295531362247505
0.8838730312589981,0.12206204891374076
0.8848080273308033,0.11457082963198631
0.8847008859062362,0.11569671651671318
0.8845923297354505,0.11682246787462605
0.8964182744695925,0.030712989066076377
0.8985103262570868,0.016492620758474186
0.8999714104095651,0.006656638242697145
0.9008015271051528,0.0012050397416890053
0.9010006765242088,0.00013782347861892991
0.9021244447682603,0.011476619704939356
0.9001173300695979,0.02575495256486416
0.8968496952391009,0.048802188984744775
0.8932841681862151,0.055058588556099776
0.8931614743501062,0.05618288690824617
0.8930373677762666,0.057307030191101206
0.8929118486606781,0.05843101662948922
0.892784917201552,0.05955484444848214
0.8926565735993307,0.060678511873402514
0.8925268180566862,0.06180201712982603
0.8923956507785201,0.06292535844358457
0.892681172194237,0.060109183325683
0.8925471820686501,0.06123219143264547
0.8924117808356214,0.06235503027600304
0.892274968708968,0.06347769808263992
0.8922761126454928,0.06328707617468174
0.8922758461227106,0.06309627968458434
0.8922343502923333,0.06328048309863019
0.8921516253770879,0.06383968464480066
0.8920276716019283,0.06477388255135841
0.8918624891940339,0.06608307504685007
0.8916560783828105,0.06776726036010944
0.8914084393998893,0.06982643672025968
0.8911195724791268,0.07226060235671652
0.8908292969253921,0.07469457924061149
0.8906769797177485,0.07581524869692496
0.890523254355968,0.07693572586099556
0.8899500208605304,0.0819953596785229
0.8897934799209595,0.08311544695025508
0.8896355315621808,0.08423533662250743
0.8894761760336166,0.08535502692682123
0.8893154135869112,0.08647451609505269
0.8891532444759302,0.08759380235937558
0.888989668956761,0.08871288395228416
0.8938354120595555,0.09011747115470964
0.8936690245011543,0.09123613810356776
0.8944122721837581,0.0924065427255562
0.8951541145047271,0.09357673560936705
0.8958945517312491,0.0947467149891385
0.8937086879097689,0.11925175503170204
0.8985046252147303,0.11203340794865103
0.8911468198910899,0.14364638370522329
0.8849870222225316,0.13837561038031782
0.8734213863495682,0.13884320255485527
0.8689933694799288,0.13035981023561619
0.8670113759277926,0.13440790915332856
0.8668295414160536,0.13552416932568936
0.8666463043143517,0.13664020011676017
0.8664616649120435,0.13775599976417613
0.8655762891778804,0.13962551193659614
0.8651835801467264,0.14261108083308252
0.8644952110845795,0.14426470892947868
0.8640052507079113,0.14570268585624976
0.8637136993171455,0.14692500985288365
0.8636205572149179,0.14793167915924715
0.8637258247060762,0.1487226920155888
0.8640295020976793,0.14929804666254157
0.8645315896989961,0.1496577413411257
0.8650322780149867,0.1500171872729397
0.864832233036521,0.1511303281304456
0.8646307894023165,0.15224321672518304
0.8665259503989378,0.15109401500777228
0.8663217104097848,0.1522063938051651
0.8695745516536573,0.16113255480826008
0.8693675165996466,0.16224441678191917
0.8691590845025086,0.16335601770983393
0.8682926254786681,0.1638540338331409
0.8674247700721914,0.16435178540037934
0.8672121488293498,0.16546259266050634
0.8676547620859015,0.16718645385940556
0.8680959799670901,0.16891004523989017
0.8685358028130816,0.17063336504869328
0.868974230966244,0.17235641153297682
0.8703962100902254,0.1749991659455752
0.8711601650000033,0.1770283215257817
0.881281903773137,0.18752410338225609
0.88105812640999,0.18863271704526102
0.8819575685372266,0.19480026642175555
0.9176017099001837,0.25764463247607083
0.9156336454050562,0.24673733157157807
0.9300431585830238,0.2703905556829667
0.9192032313931446,0.25920202016090965
0.907138476214672,0.24910771556561023
0.8963482341851458,0.22554153439991215
0.8945660717792564,0.22319825052190143
0.8765363781799252,0.18463395559046603
0.869354686816719,0.18411654563456584
0.869115606945263,0.18522196020707826
0.8688751381580224,0.18632707347024244
0.8686332808347303,0.18743188367893363
0.866075368428954,0.1879953477244522
0.86351606825317,0.1885585052266869
0.8616167141017893,0.18927593768882936
0.8603773063633126,0.19014764336768578
0.8597978454284297,0.1911736205205517
0.8598783316900215,0.19235386740521526
0.8606187655431563,0.19368838227995944
0.8620191473850918,0.19517716340356522
0.8640794776152735,0.1968202090353141
0.8661384232272311,0.19846293418811853
0.8658813176964253,0.19956429575821594
0.8656228283572194,0.20066533337045953
0.8723069564028773,0.20338916937832102
0.8720457006736247,0.2044895538593053
0.8717830623670948,0.2055896091679155
0.8715190418980292,0.20668933356701402
0.8712536396833521,0.20778872531998596
0.87098685614217,0.20888778269074174
0.8707186916957704,0.2099865039437197
0.8704491467676216,0.21108488734388905
0.870178221783372,0.2121829311567525
0.8380458824622693,0.17877098694787028
0.837772198651479,0.1798683463847776
0.8374971360746055,0.18096536103411553
0.8372206951660103,0.18206202916354816
0.8263228647927044,0.17165513347446074
0.8154236569629288,0.16124788780244056
0.8075573611374367,0.15412692343589487
0.8027239777592918,0.15029223864469296
0.8009235072737315,0.14974383169926234
0.8021559501281659,0.1524817008705914
0.8064213067721779,0.15850584443023205
0.8137195776575222,0.16781626065030245
0.8240507632381238,0.18041294780349013
0.8343805749502139,0.19300927114396083
0.8340890016825311,0.19410201337872215
0.8337960554650358,0.19519438834901098
0.8653617714689099,0.23079604103029677
0.8650660807417634,0.23188767629719587
0.864769018459112,0.23297893912634576
0.8644705850900575,0.23406982779449348
0.8641707811058671,0.2351603405789769
0.8638696069799722,0.23625047575772753
0.8635670631879676,0.23734023160927314
0.8632631502076116,0.23842960641274033
0.862957868518824,0.23951859844785783
0.8626512186036863,0.24060720599495844
0.8623432009464408,0.24169542733498223
0.8620338160334892,0.24278326074947923
0.8469645074255922,0.2796792384950718
0.8466523894690696,0.2807662909056181
0.8463389057289984,0.2818529502389739
0.8460240567004119,0.28293921477915573
0.8407883239045663,0.29596126080229024
0.8355512268167398,0.3089829086021569
0.8317183427886983,0.3185938198956547
0.8292896723240946,0.32479399296930994
0.8282652159287344,0.3275834261102839
0.8286449741105751,0.32696211760637395
0.830428947379726,0.3229300657460178
0.8336171362484458,0.31548726881829514
0.8382095412311438,0.3046337251129309
0.8428005859941106,0.293779769489294
0.8424707520801187,0.29486157822989423
0.8421395589859539,0.2959429716349212
0.8565655641624159,0.26121541402224746
0.8562316542790488,0.2622959716337833
0.855896386790942,0.263376108788721
0.8555597622275288,0.2644558237813765
0.855221781120385,0.26553511490673243
0.8548824440032292,0.26661398046044094
0.854541751411921,0.26769241873882593
0.8541997038844604,0.2687704280388861
0.8538563019609872,0.2698480066582978
0.8535115461837798,0.2709251528954172
0.8531654370972547,0.2720018650492833
0.8528179752479654,0.2730781414196208
0.8524691611846016,0.27415398030684224
0.8521189954579884,0.2752293800120513
0.851767478621085,0.2763043388370449
0.8514146112289849,0.2773788550843166
0.8510603938389135,0.27845292705705826
0.8507048270102285,0.27952655305916385
0.8503479113044187,0.2805997313952313
0.8352758124393191,0.3157530582700682
0.8349162006722441,0.31682533619068376
0.8345552417252867,0.31789716136330737
0.8341929361684501,0.31896853209538084
0.8338292845738644,0.32003944669506357
0.8285596759005239,0.3324701027710693
0.82328872234007,0.34490029933316674
0.8194177420753669,0.35408426346315985
0.8169467356870412,0.3600219934721053
0.8158757037578419,0.3627134876717906
0.818306623279179,0.35729008753195085
0.8214368596293218,0.35024333382289163
0.8259670721995591,0.33995033924434737
0.8304959439767583,0.32965687333958027
0.8301188639390025,0.3307231337239069
0.8335405018413673,0.32410687695882734
0.8473045694068518,0.29224389473984197
