timestep,P_con,P_ext,T
1000000,0.8047413125267189,1.3973356107354629,-1.6214590139587746
2000000,0.8040450273708482,1.3956664968105574,-1.6197259968925604
3000000,0.8038404350940742,1.3932082330276008,-1.6173186541720097
