Componente1,Componente2
0.8639993041954466,-0.01125445310187557
0.8639985935840232,-0.010123480044243478
0.8639964617508753,-0.008992508772572216
0.8639929086993692,-0.007861541072819798
0.8639879344351158,-0.006730578730938594
0.86398153896597,-0.005599623532872514
0.8639737223020313,-0.0044686772645541875
0.863964484455643,-0.0033377417119021414
0.8639538254413932,-0.002206818660817983
0.8639417452761138,-0.0010759098971835756
0.863928243978881,0.00005498279314177651
0.8639133215710154,0.0011858576243241534
0.8638969780760812,0.002316712810557838
0.8638792135198873,0.003447546566068131
0.8638600279304862,0.004578357105114181
0.8638394213381746,0.005709142641991788
0.8638173937754933,0.006839901391036249
0.8637939452772264,0.007970631566625154
0.8637690758804026,0.009101331383181208
0.8637427856242941,0.010231999055175073
0.8637150745504165,0.011362632797128161
0.8636859427025297,0.012493230823615463
0.8636553901266367,0.013623791349268369
0.8636234168709844,0.014754312588777503
0.8635900229860626,0.015884792756895506
0.863555208524605,0.017015230068439892
0.822830395945366,-0.04800323935148059
0.8227927404980102,-0.0468728931083574
0.8227536646457785,-0.04574259507693797
0.822713168450377,-0.04461234704211717
0.8091083927770137,-0.06553177148530306
0.7955021968906215,-0.0864512494946377
0.7857696834878465,-0.10107089122717282
0.7799108526393659,-0.10939069846747058
0.7779257044180992,-0.11141067300000301
0.7798142388992083,-0.10713081660914889
0.7855764561600979,-0.09655113107919135
0.795212356280414,-0.07967161819431466
0.8087219393420451,-0.056492279738601665
0.82223010280091,-0.033313009123628744
0.8221739875446399,-0.0321834288298594
0.8221164528605892,-0.031053919944462986
0.8507458445009841,0.032472893471396404
0.8506854712361789,0.03360225418921646
0.8506236788228824,0.03473153814806704
0.8505604673586729,0.03586074356465465
0.8504958369433703,0.036989868655809784
0.8504297876790347,0.03811891163848981
0.8503623196699668,0.03924787072978174
0.850293433022708,0.04037674414690508
0.8502231278460397,0.04150553010721461
0.8501514042509833,0.04263422682820324
0.8500782623508001,0.04376283252750476
0.8500037022609913,0.04489134542289674
0.8271092282823576,0.0013636931702464532
0.8270318321687583,0.00249201511174099
0.8269530182254728,0.003620238903549197
0.8268727865769591,0.00474836276405168
0.8151848947659834,-0.010259466731329292
0.8034955855054117,-0.02526739972077851
0.7951209282361115,-0.03566519465882879
0.7900609230914949,-0.041452853326451454
0.7883155702072115,-0.042630377504448654
0.7898848697211487,-0.03919776897345078
0.7947688217734314,-0.031155029513913447
0.8029674265064218,-0.018502160906114874
0.8144806840647191,-0.001239164930152881
0.825992525285465,0.016023713307453093
0.8258967077338017,0.01715062038385804
0.8257994741449686,0.01827740616263806
0.82794749431542,0.05762902336828682
0.8312760668107904,0.05982741389033486
0.8346032237363334,0.0620256777772982
0.8379289652523015,0.0642238132504198
0.8412532915211816,0.06642181853114543
0.8411475650120238,0.06754783916475726
0.8444690612831285,0.06974557872585324
0.8477891428080145,0.0719431827601352
0.89568009980184,0.08807473428268639
0.8955687146551262,0.08920020925404286
0.8954559152831701,0.09032554336609341
0.8953417018640973,0.09145073484178184
0.8952260745782664,0.0925757819042773
0.8951090336082685,0.09370068277697688
0.8949905791389274,0.09482543568350854
0.894870711357299,0.09595003884773393
0.8947494304526707,0.09707449049375114
0.8946267366165618,0.09819878884589754
0.8945026300427222,0.09932293212875257
0.8943771109271337,0.10044691856714058
0.8942501794680076,0.10157074638613352
