timestep,P_con,P_ext,T
1000000,0.7998008207727816,1.4299686420388606,-1.654053605165481
2000000,0.793700018923896,1.4255421772260422,-1.649607508369308
3000000,0.7921930821270047,1.425743419120209,-1.6498659917610798
