Componente1,Componente2
-1.1270179578367352,0.09733988963608803
-0.9569135826880801,-0.4573315308970113
-0.7933709803381749,-0.6783775397832789
-0.7347514700440663,-0.7558706360922577
-0.6079738110493149,-0.8801568683159909
-0.2893955979685601,-1.168566398536238
0.20155594709767616,-1.1006974951818995
0.8884110834908174,-0.628785347989018
1.027948327679541,-0.1715071444456598
1.162854919744127,0.48926968065075943
0.7487407643263319,0.7980951696693066
0.09507394180234555,1.218006455980435
-0.3981077250512617,1.0718962690481486
-1.136237419741167,0.5931202232452013
-1.1270179578367352,0.09733988963608803
