Coordenada1,Coordenada2
4.605170185988092,7.807510042216193
4.595941388020179,7.805882040228621
4.586712590052268,7.8050670442584895
4.577483792084355,7.790696031174738
4.568254994116443,7.779048644925556
4.559026196148531,7.77779262633883
4.549797398180619,7.772752716468742
4.5405686002127075,7.765993079407675
4.531339802244795,7.767263996757308
4.5221110042768835,7.752764808851328
4.512882206308971,7.7437032581737535
4.5036534083410595,7.727535110475448
4.494424610373147,7.729295674310482
4.485195812405236,7.728855823852543
4.475967014437323,7.717796211013582
4.466738216469412,7.71333788887187
4.457509418501499,7.7142311448490855
4.448280620533587,7.7025561132685825
4.439051822565675,7.693481640835175
4.429823024597763,7.681099001536359
4.420594226629851,7.685703061234547
4.411365428661939,7.675081857716334
4.402136630694027,7.663407664893479
4.392907832726115,7.659642954564682
4.383679034758203,7.658227526161352
4.374450236790292,7.6511201757027
4.3652214388223785,7.636752112435779
4.355992640854467,7.644919344958857
4.346763842886555,7.619233416226805
4.337535044918643,7.617759576608505
4.328306246950731,7.601402334583733
4.319077448982819,7.602401335665818
4.309848651014907,7.59488438721652
4.300619853046995,7.60688453121963
4.2913910550790835,7.578145472419466
4.282162257111171,7.581209826196346
4.2729334591432595,7.57095858316901
4.263704661175347,7.555381944240273
4.2544758632074355,7.544861068658458
4.245247065239523,7.529943370601589
4.236018267271612,7.527793987721444
4.226789469303699,7.52131798019924
4.217560671335788,7.524021415206125
4.208331873367875,7.510430556378006
4.199103075399963,7.515889085215125
4.189874277432051,7.511524648390866
4.180645479464139,7.486613313139955
4.171416681496227,7.475339236566737
4.162187883528315,7.477604243197589
4.152959085560403,7.470224135899966
4.143730287592491,7.455298485683291
4.134501489624579,7.455876687491824
4.125272691656667,7.4342573821331355
4.116043893688755,7.43543801981455
4.106815095720843,7.427144133408616
4.097586297752931,7.4127640174265625
4.088357499785019,7.40184157874383
4.079128701817107,7.403061091090091
4.069899903849195,7.3914152346753585
4.0606711058812825,7.388327859577107
4.051442307913371,7.3864708488298945
4.042213509945459,7.374001859350161
4.032984711977547,7.350516171833998
4.023755914009635,7.356279876550748
4.014527116041723,7.351158226430694
4.005298318073811,7.333023014386481
3.996069520105899,7.318539548567902
3.9868407221379867,7.321188556739478
3.9776119241700747,7.319202458767849
3.9683831262021627,7.300472814267799
3.9591543282342507,7.286191714702382
3.9499255302663387,7.288244401020124
3.940696732298427,7.270312886079025
3.931467934330515,7.2633296174768365
3.9222391363626032,7.254177846456518
3.9130103383946904,7.243512974665482
3.9037815404267793,7.234177179749849
3.894552742458867,7.224753405767971
3.8853239444909553,7.200424892944957
3.8760951465230424,7.203405521083095
3.8668663485551313,7.191429330036379
3.8576375505872185,7.1929342212158
3.848408752619307,7.187657164114956
3.8391799546513945,7.164720378771857
3.829951156683483,7.166265974133638
3.820722358715571,7.15305163493748
3.811493560747659,7.133295954896068
3.802264762779747,7.1252830915107115
3.793035964811835,7.099201743553092
3.783807166843923,7.097548850614793
3.774578368876011,7.10085190894405
3.765349570908099,7.090076835776092
3.756120772940187,7.080026499922591
3.746891974972275,7.0707241072602764
3.7376631770043627,7.05617528410041
3.7284343790364507,7.060476365999801
3.7192055810685387,7.040536390215956
3.7099767831006267,7.044032897274685
3.7007479851327147,7.029972911706386
3.6915191871648028,7.011213987350367
3.682290389196891,7.00397413672268
3.673061591228979,6.98933526597456
3.663832793261067,6.9865664594064265
3.654603995293155,6.98100574072173
3.645375197325243,6.951772164398911
3.636146399357331,6.951772164398911
3.6269176013894184,6.9440872082295275
3.6176888034215064,6.923628628138427
3.608460005453595,6.922643891475888
3.5992312074856825,6.910750787961936
3.5900024095177705,6.907755278982137
3.5807736115498585,6.884486652042782
3.5715448135819465,6.875232087276577
3.5623160156140345,6.859614903654202
3.5530872176461226,6.8690144506657065
3.5438584196782106,6.860663671448287
3.5346296217102986,6.836259277277067
3.5254008237423866,6.833031732786201
3.5161720257744746,6.813444599510896
3.5069432278065626,6.826545223556594
3.4977144298386507,6.787844982309579
3.4884856318707387,6.778784897685177
3.4792568339028263,6.77078942390898
3.4700280359349147,6.771935555839602
3.4607992379670027,6.762729506931879
3.4515704399990907,6.741700694652055
3.4423416420311783,6.732210706467206
3.4331128440632668,6.729824070489475
3.4238840460953543,6.70808408385307
3.414655248127443,6.717804695023691
3.4054264501595304,6.687108607866515
3.396197652191619,6.687108607866515
3.3869688542237064,6.6895992691789665
3.377740056255795,6.655440350367647
3.3685112582878824,6.645090969505644
3.359282460319971,6.639875833826536
3.350053662352058,6.633318433280377
3.340824864384147,6.620073206530356
3.331596066416234,6.6039438246004725
3.3223672684483225,6.610696044717759
3.31313847048041,6.595780513961311
3.3039096725124986,6.573680166960646
3.2946808745445866,6.570882962339584
3.2854520765766746,6.553933404025811
3.2762232786087626,6.55250788703459
3.2669944806408506,6.55250788703459
3.2577656826729386,6.5337888379333435
3.2485368847050267,6.52795791762255
3.2393080867371147,6.502790045915623
3.2300792887692027,6.507277712385012
3.2208504908012907,6.483107351457199
3.2116216928333783,6.498282149476434
3.2023928948654663,6.466144724237619
3.1931640968975543,6.46302945692067
3.1839352989296423,6.432940092739179
3.1747065009617303,6.42648845745769
3.1654777029938184,6.405228458030842
3.1562489050259064,6.391917113392602
3.1470201070579944,6.39024066706535
3.1377913090900824,6.39024066706535
3.1285625111221704,6.373319789577012
3.1193337131542584,6.361302477572996
3.1101049151863465,6.35088571671474
3.100876117218434,6.340359303727752
3.091647319250522,6.359573868672378
3.0824185212826105,6.333279628139691
3.073189723314698,6.331501849893691
3.063960925346786,6.300785794663244
3.054732127378875,6.285998094508865
3.045503329410962,6.285998094508865
3.0362745314430506,6.293419278846481
3.027045733475138,6.26530121273771
3.0178169355072266,6.244166900663736
3.008588137539314,6.236369590203704
2.9993593395714027,6.236369590203704
2.9901305416034902,6.226536669287466
2.9809017436355787,6.220590170099739
2.9716729456676663,6.1903154058531475
2.9624441476997547,6.171700597410915
2.953215349731842,6.161207321695077
2.9439865517639303,6.16541785423142
2.934757753796018,6.142037405587356
